Total paragraphs: 3934

[ 68] s=30  | 정해놓고 - 생각하라
[2980] s=159 | 열과 일에 대한 이러한 이해는 카르노의 이론에 대한 과학자들의 재검토로 이어졌다. 특히 톰슨은 ⓐ 칼로릭 이론에 입각한 카르노의 열기관에 대한 설명이 줄의 에너지 보존 법칙에 위배된다고 지적하였다. 카르노의 이론에 의하면, 열기관은 높은 온도에서 흡수한 열 전부를 낮은 온도로 방출하면서 일을 한다. 이것은 줄이 입증한 열과 일의 등가성과 에너지 보존법칙에 ㉣ 어긋나는 것이어서 열의 실체가 칼로릭이라는 생각은 더 이상 유지될 수 없게 되었다. 하지만 열효율에 관한 카르노의 이론은 클라우지우스의 증명으로 유지될 수 있었다. 그는 카르노의 이론이 유지되지 않는다면 열은 저온에서 고온으로 흐르는 현상이 ㉤ 생길 수도 있을 것이라는 가정에서 출발하여, 열기관의 열효율은 열기관이 고온에서 열을 흡수하고 저온에 방출할 때의 두 작동 온도에만 관계된다는 카르노의 이론을 증명하였다.
[2981] s=159 | 클라우지우스는 자연계에서는 열이 고온에서 저온으로만 흐르고 그와 반대되는 현상은 일어나지 않는 것과 같이 경험적으로 알 수 있는 방향성이 있다는 점에 주목하였다. 또한 일이 열로 전환될 때와는 달리, 열기관에서 열 전부를 일로 전환할수 없다는, 즉 열효율이 100%가 될 수 없다는 상호 전환 방향에 관한 비대칭성이 있다는 사실에 주목하였다. 이러한 방향성과 비대칭성에 대한 논의는 이를 설명할 수 있는 새로운 물리량인 엔트로피의 개념을 낳았다.
[2987] s=100 | 윗글에서 알 수 있는 내용으로 가장 적절한 것은?
[2988] s=136 | ① 열기관은 외부로부터 받은 일을 열로 변환하는 기관이다.
[2989] s=136 | ② 수력 기관에서 물의 양과 한 일의 양의 비는 물의 온도 차이에 비례한다.
[2990] s=136 | ③ 칼로릭 이론에 의하면 차가운 쇠구슬이 뜨거워지면 쇠구슬의 질량은 증가하게 된다.
[2991] s=136 | ④ 칼로릭 이론에서는 칼로릭을 온도가 낮은 곳에서 높은 곳으로 흐르는 입자라고 본다.
[2992] s=136 | ⑤ 열기관의 열효율은 두 작동 온도에만 관계된다는 이론은 칼로릭 이론의 오류가 밝혀졌음에도 유지되었다.
[2995] s=100 | 윗글로 볼 때 ⓐ의 내용으로 가장 적절한 것은?
[2996] s=138 | ① 화학 에너지와 전기 에너지는 서로 전환될 수 없는 에너지라는 점
[2997] s=138 | ② 열의 실체가 칼로릭이라면 열기관이 한 일을 설명할 수 없다는 점
[2998] s=138 | ③ 자연계에서는 열이 고온에서 저온으로만 흐르는 것과 같은 방향성이 있는 현상이 존재한다는 점
[2999] s=138 | ④ 열효율에 관한 카르노의 이론이 맞지 않는다면 열은 저온에서 고온으로 흐르는 현상이 생길 수 있다는 점
[3000] s=138 | ⑤ 열기관의 열효율은 열기관이 고온에서 열을 흡수하고 저온에 방출할 때의 두 작동 온도에만 관계된다는 점
[3002] s=100 | 윗글을 바탕으로 할 때, <보기>의 (가)에 들어갈 말로 가장 적절한 것은? [3점]
[3003] s=138 | < 보 기> 줄의 실험과 달리, 열기관이 흡수한 열의 양(A)과 열기관으로부터 얻어진 일의 양(B)을 측정하여  로 열의 일당량을 구하면, 그 값은 (    (가)    )는 결과가 나올 것이다.
[3005] s=172 | < 보 기>
[3010] s=175 | 줄의 실험과 달리, 열기관이 흡수한 열의 양(A)과 열기관으로부터 얻어진 일의 양(B)을 측정하여  로 열의 일당량을 구하면, 그 값은 (    (가)    )는 결과가 나올 것이다.
[3013] s=138 | ① 열기관의 두 작동 온도의 차이가 일정하다면 줄이 구한 열의 일당량과 같다
[3014] s=138 | ② 열기관이 열을 흡수할 때의 온도와 상관없이 줄이 구한 열의 일당량과 같다
[3015] s=138 | ③ 열기관이 흡수한 열의 양이 많을수록 줄이 구한 열의 일당량보다 더 커진다
[3016] s=138 | ④ 열기관의 두 작동 온도의 차이가 커질수록 줄이 구한 열의 일당량보다 더 커진다
[3017] s=138 | ⑤ 열기관이 흡수한 열의 양과 두 작동 온도에 상관없이 줄이 구한 열의 일당량보다 작다
[3022] s=100 | 윗글의 ㉠~㉤과 같은 의미로 사용된 것은?
[3023] s=138 | ① ㉠ : 웃음은 또 다른 웃음을 부르는 법이다.
[3024] s=138 | ② ㉡ : 그는 익숙한 솜씨로 기계를 다루고 있었다.
[3025] s=138 | ③ ㉢ : 이야기가 엉뚱한 방향으로 흐르고 있다.
[3026] s=138 | ④ ㉣ : 그는 상식에 어긋나는 일을 한 적이 없다.
[3027] s=138 | ⑤ ㉤ : 하늘을 보니 당장이라도 비가 오게 생겼다
[3028] s=138 | .
[3029] s=0   | SELF CHECK LIST – 12 STEP
[3030] s=30  | SELF CHECK LIST – 12 STEP
[3032] s=1   | FINAL BOOST 23날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[3033] s=1   | FINAL BOOST 23
[3034] s=1   | 날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[3037] s=176 | 인간의 신경 조직을 수학적으로 모델링하여 컴퓨터가 인간처럼 기억⦁학습⦁판단할 수 있도록 구현한 것이 인공 신경망기술이다. 신경 조직의 기본 단위는 뉴런인데, ⓐ인공 신경망에서는 뉴런의 기능을 수학적으로 모델링한 퍼셉트론을 기본 단위로 사용한다.
[3038] s=176 | ⓑ퍼셉트론은 입력값들을 받아들이는 여러 개의 ⓒ입력 단자와 이 값을 처리하는 부분, 처리된 값을 내보내는 한 개의 출력 단자로 구성되어 있다. 퍼셉트론은 각각의 입력 단자에 할당된 ⓓ가중치를 입력값에 곱한 값들을 모두 합하여 가중합을 구한 후, 고정된 ⓔ임계치보다 가중합이 작으면 0, 그렇지 않으면 1과 같은 방식으로 ⓕ출력값을 내보낸다.
[3039] s=176 | 이러한 퍼셉트론은 출력값에 따라 두 가지로만 구분하여 입력값들을 판정할 수 있을 뿐이다. 이에 비해 복잡한 판정을 할 수 있는 인공 신경망은 다수의 퍼셉트론을 여러 계층으로 배열하여 한 계층에서 출력된 신호가 다음 계층에 있는 모든 퍼셉트론의 입력 단자에 입력값으로 입력되는 구조로 이루어진다. 이러한 인공 신경망에서 가장 처음에 입력값을 받아들이는 퍼셉트론들을 입력층, 가장 마지막에 있는 퍼셉트론들을 출력층이라고 한다.
[3040] s=176 | ㉠어떤 사진 속 물체의 색깔과 형태로부터 그 물체가 사과인지 아닌지를 구별할 수 있도록 인공 신경망을 학습시키는 경우를 생각해 보자. 먼저 학습을 위한 입력값들 즉 학습 데이터를 만들어야 한다. 학습 데이터를 만들기 위해서는 사과 사진을 준비하고 사진에 나타난 특징인 색깔과 형태를 수치화해야 한다. 이 경우 색깔과 형태라는 두 범주를 수치화하여 하나의 학습 데이터로 묶은 다음, ‘정답’에 해당하는 값과 함께 학습 데이터를 인공 신경망에 제공한다. 이때 같은 범주에 속하는 입력값은 동일한 입력 단자를 통해 들어가도록 해야 한다. 그리고 사과 사진에 대한 학습 데이터를 만들 때에 정답인 ‘사과이다’에 해당하는 값을 ‘1’로 설정하였다면 출력값 ‘0’은 ‘사과가 아니다’를 의미하게 된다.
[3041] s=176 | 인공 신경망의 작동은 크게 학습 단계와 판정 단계로 나뉜다. 학습 단계는 학습 데이터를 입력층의 입력 단자에 넣어 주고 출력층의 출력값을 구한 후, 이 출력값과 정답에 해당하는 값의 차이가 줄어들도록 가중치를 갱신하는 과정이다. 어떤 학습 데이터가 주어지면 이때의 출력값을 구하고 학습 데이터와 함께 제공된 정답에 해당하는 값에서 출력값을 뺀 값 즉 오차 값을 구한다. 이 오차 값의 일부가 출력층의 출력 단자에서 입력층의 입력 단자 방향으로 되돌아가면서 각 계층의 퍼셉트론별로 출력 신호를 만드는 데 관여한 모든 가중치들에 더해지는 방식으로 가중치들이 갱신된다. 이러한 과정을 다양한 학습 데이터에 대하여 반복하면 출력값들이 각각의 정답 값에 수렴하게 되고 판정 성능이 좋아진다. 오차 값이 0에 근접하게 되거나 가중치의 갱신이 더 이상 이루어지지 않게 되면 학습 단계를 마치고 판정 단계로 전환한다. 이때 판정의 오류를 줄이기 위해서는 학습 단계에서 대상들의 변별적 특징이 잘 반영되어 있는 서로 다른 학습 데이터를 사용하는 것이 좋다.
[3042] s=100 | 1.  윗글에 따를 때, ⓐ~ⓕ에 대한 설명으로 적절하지 않은 것은?
[3043] s=34  | ① ⓑ는 ⓐ의 기본 단위이다.
[3044] s=34  | ② ⓒ는 ⓑ를 구성하는 요소 중 하나이다.
[3045] s=34  | ③ ⓓ가 변하면 ⓔ도 따라서 변한다.
[3046] s=34  | ④ ⓔ는 ⓕ를 결정하는 기준이 된다.
[3047] s=34  | ⑤ ⓐ가 학습하는 과정에서 ⓕ는 ⓓ의 변화에 영향을 미친다.
[3061] s=100 | 2.  윗글에 대한 이해로 적절하지 않은 것은?
[3062] s=34  | ① 퍼셉트론의 출력 단자는 하나이다.
[3063] s=34  | ② 출력층의 출력값이 정답에 해당하는 값과 같으면 오차 값은 0이다.
[3064] s=34  | ③ 입력층 퍼셉트론에서 출력된 신호는 다음 계층 퍼셉트론의 입력값이 된다.
[3065] s=34  | ④ 퍼셉트론은 인간의 신경 조직의 기본 단위의 기능을 수학적으로 모델링한 것이다.
[3066] s=34  | ⑤ 가중치의 갱신은 입력층의 입력 단자에서 출력층의 출력단자 방향으로 진행된다.
[3080] s=100 | 3.  윗글을 바탕으로 ㉠에 대해 추론한 것으로 적절하지 않은 것은?
[3081] s=34  | ① 학습 데이터를 만들 때는 색깔이나 형태가 다른 사과의 사진을 선택하는 것이 좋겠군.
[3082] s=34  | ② 학습 데이터에 두 가지 범주가 제시되었으므로 입력층의 퍼셉트론은 두 개의 입력 단자를 사용하겠군.
[3083] s=34  | ③ 색깔에 해당하는 범주와 형태에 해당하는 범주를 분리하여 각각 서로 다른 학습 데이터로 만들어야 하겠군.
[3084] s=34  | ④ 가중치가 더 이상 변하지 않는 단계에 이르면 ‘사과’인지 아닌지를 구별하는 학습 단계가 끝났다고 볼 수 있겠군.
[3085] s=34  | ⑤ 학습 데이터를 만들 때 사과 사진의 정답에 해당하는 값을 0으로 설정하였다면, 출력층의 출력 단자에서 0 신호가 출력되면 ‘사과이다’로, 1 신호가 출력되면 ‘사과가 아니다’로 해석해야 되겠군.
[3088] s=100 | 윗글을 바탕으로 <보기>를 이해한 내용으로 가장 적절한 것은? [3점]
[3089] s=0   | < 보 기 > 아래의 [A]와 같은 하나의 퍼셉트론을 [B]를 이용해 학습시키고자 한다.[A] ▷ 입력 단자는 세 개(a, b, c) ▷ a, b, c의 현재의 가중치는 각각 Wa＝0.5, Wb＝0.5, Wc＝0.1 ▷ 가중합이 임계치 1보다 작으면 0을, 그렇지 않으면 1을 출력[B] ▷ a, b, c로 입력되는 학습 데이터는 각각 Ia＝1, Ib＝0, Ic＝1 ▷ 학습 데이터와 함께 제공되는 정답＝1
[3091] s=88  | < 보 기 >
[3096] s=177 | 아래의 [A]와 같은 하나의 퍼셉트론을 [B]를 이용해 학습시키고자 한다.
[3098] s=177 | [A]
[3099] s=177 | ▷ 입력 단자는 세 개(a, b, c)
[3100] s=177 | ▷ a, b, c의 현재의 가중치는 각각 Wa＝0.5, Wb＝0.5, Wc＝0.1
[3101] s=178 | ▷ 가중합이 임계치 1보다 작으면 0을, 그렇지 않으면 1을 출력
[3103] s=177 | [B]
[3104] s=177 | ▷ a, b, c로 입력되는 학습 데이터는 각각 Ia＝1, Ib＝0, Ic＝1
[3105] s=177 | ▷ 학습 데이터와 함께 제공되는 정답＝1
[3108] s=34  | ① [B]로 학습시키기 위해서는 판정 단계를 먼저 거쳐야 하겠군.
[3109] s=34  | ② 이 퍼셉트론이 1을 출력한다면, 가중합이 1보다 작았기 때문이겠군.
[3110] s=34  | ③ [B]로 한 번 학습시키고 나면 가중치 Wa , Wb , Wc가 모두 늘어나 있겠군.
[3111] s=34  | ④ [B]로 여러 차례 반복해서 학습시키면 퍼셉트론의 출력값은 0에 수렴하겠군.
[3112] s=34  | ⑤ [B]의 학습 데이터를 한 번 입력했을 때 그에 대한 퍼셉트론의 출력값은 1이겠군.
[3167] s=61  | SELF CHECK LIST – V 표시
[3168] s=30  | SELF CHECK LIST – V 표시
[3169] s=61  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[3170] s=30  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[3172] s=61  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[3173] s=30  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[3175] s=61  | 2. 문제 풀기
[3176] s=30  | 2. 문제 풀기
[3178] s=61  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[3179] s=30  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[3181] s=61  | 4. 지문 다시 차근차근 정보 정리하면서 읽기 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장6. 문제 다시 풀고 원인 , 나의 문제점 고민하기7. 채점 및 해설보기8. 내 풀이와 해설지 풀이 및 사고 과정 비교9. 앞으로 해야하는 것, 방향성 체크10. 체계 만들기- 단권화
[3182] s=30  | 4. 지문 다시 차근차근 정보 정리하면서 읽기
[3184] s=30  | 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장
[3186] s=30  | 6. 문제 다시 풀고 원인 , 나의 문제점 고민하기
[3188] s=30  | 7. 채점 및 해설보기
[3190] s=30  | 8. 내 풀이와 해설지 풀이 및 사고 과정 비교
[3192] s=30  | 9. 앞으로 해야하는 것, 방향성 체크
[3194] s=30  | 10. 체계 만들기- 단권화
[3196] s=61  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[3197] s=30  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[3201] s=1   | FINAL BOOST 24날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[3202] s=1   | FINAL BOOST 24
[3203] s=1   | 날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[3206] s=181 | (가) 유비 논증은 두 대상이 몇 가지 점에서 유사하다는 사실이 확인된 상태에서 어떤 대상이 추가적 특성을 갖고 있음이 알려졌을 때 다른 대상도 그 추가적 특성을 가지고 있다고 추론하는 논증이다. 유비 논증은 이미 알고 있는 전제에서 새로운 정보를 결론으로 도출하게 된다는 점에서 유익하기 때문에 일상생활과 과학에서 흔하게 쓰인다. 특히 의학적인 목적에서 포유류를 대상으로 행해지는 동물 실험이 유효하다는 주장과 그에 대한 비판은 유비 논증을 잘 이해할 수 있게 해 준다.
[3208] s=179 | (나) 유비 논증을 활용해 동물 실험의 유효성을 주장하는 쪽은 인간과 ⓐ실험동물이 ⓑ유사성을 보유하고 있기 때문에 신약이나 독성 물질에 대한 실험동물의 ⓒ반응 결과를 인간에게 안전하게 적용할 수 있다고 추론한다. 이를 바탕으로 이들은 동물 실험이 인간에게 명백하고 중요한 이익을 준다고 주장한다.
[3210] s=179 | (다)  도출한 새로운 정보가 참일 가능성을 유비 논증의 개연성이라 한다. 개연성이 높기 위해서는 비교 대상 간의 유사성이 커야 하는데 이 유사성은 단순히 비슷하다는 점에서의 유사성이 아니고 새로운 정보와 관련 있는 유사성이어야 한다. 예를 들어 ㉠동물 실험의 유효성을 주장하는 쪽은 실험동물로 많이 쓰이는 포유류가 인간과 공유하는 유사성, 가령 비슷한 방식으로 피가 순환하며 허파로 호흡을 한다는 유사성은 실험 결과와 관련 있는 유사성으로 보기 때문에 자신들의 유비 논증은 개연성이 높다고 주장한다. 반면에 인간과 꼬리가 있는 실험동물은 꼬리의 유무에서 유사성을 갖지 않지만 그것은 실험과 관련이 없는 특성이므로 무시해도 된다고 본다.
[3212] s=179 | (라)  그러나 ㉡동물 실험을 반대하는 쪽은 유효성을 주장하는 쪽을 유비 논증과 관련하여 두 가지 측면에서 비판한다. 첫째, 인간과 실험동물 사이에는 위와 같은 유사성이 있다고 말하지만 그것은 기능적 차원에서의 유사성일 뿐이라는 것이다. 인간과 실험동물의 기능이 유사하다고 해도 그 기능을 구현하는 인과적 메커니즘은 동물마다 차이가 있다는 과학적 근거가 있는데도 말이다. 둘째, 기능적 유사성에만 주목하면서도 막상 인간과 동물이 고통을 느낀다는 기능적 유사성에는 주목하지 않는다는 것이다. 인간은 자신의 고통과 달리 동물의 고통은 직접 느낄 수 없지만 무엇인가에 맞았을 때 신음 소리를 내거나 몸을 움츠리는 동물의 행동이 인간과 기능적으로 유사하다는 것을 보고 유비 논증으로 동물이 고통을 느낀다는 것을 알 수 있는데도 말이다.
[3214] s=179 | (마)  요컨대 첫째 비판은 동물 실험의 유효성을 주장하는 유비 논증의 개연성이 낮다고 지적하는 반면 둘째 비판은 동물도 고통을 느낀다는 점에서 동물 실험의 윤리적 문제를 제기하는 것이다. 인간과 동물 모두 고통을 느끼는데 인간에게 고통을 ㉢끼치는 실험은 해서는 안 되고 동물에게 고통을 끼치는 실험은 해도 된다고 생각하는 것은 공평하지 않다고 생각하기 때문이다. 결국 윤리성의 문제도 일관되지 않게 쓰인 유비 논증에서 비롯된 것이다.
[3217] s=100 | (가)~(마)에 대한 이해로 적절하지 않은 것은?
[3219] s=34  | ① (가) : 유비 논증의 개념과 유용성을 소개하고 있다.
[3220] s=34  | ② (나) : 동물 실험의 유효성 주장에 유비 논증이 활용되고 있음을 언급하고 있다.
[3221] s=34  | ③ (다) : 동물 실험을 예로 들어 유비 논증이 높은 개연성을 갖기 위한 조건을 설명하고 있다.
[3222] s=34  | ④ (라) : 동물 실험 유효성 주장이 유비 논증을 잘못 적용하고 있다는 비판을 소개하고 있다.
[3223] s=34  | ⑤ (마) : 동물 실험 유효성 주장이 갖는 현실적 문제들을 유비 논증의 차원을 넘어서 살펴보고 있다.
[3232] s=100 | 윗글을 바탕으로 추론한 내용으로 가장 적절한 것은?
[3234] s=34  | ① 유비 논증의 개연성은 이미 알고 있는 정보와 관련이 없는 새로운 대상이 추가될 때 높아진다.
[3235] s=34  | ② 인간은 자신이 고통을 느낀다는 것이나 동물이 고통을 느낀다는 것이나 모두 유비 논증에 의해 안다.
[3236] s=34  | ③ 인간이 꼬리가 있는 실험동물과 차이가 있다는 사실은 동물 실험의 유효성을 주장하는 논증의 개연성을 낮춘다.
[3237] s=34  | ④ 동물 실험이 인간에게 중대한 이익을 가져다준다는 것은 동물 실험의 유효성과 상관없이 알 수 있는 정보이다.
[3238] s=34  | ⑤ 동물 실험에 윤리적 문제가 있다는 주장에는 인간과 동물의 고통을 공평한 기준으로 대해야 한다는 생각이 전제되어 있다.
[3249] s=100 | ㉠과 ㉡에 대한 설명으로 가장 적절한 것은?
[3251] s=34  | ① ㉠과 ㉡은 모두 인간과 동물이 기능적으로 유사하면 인과적 메커니즘도 유사하다고 생각한다.
[3252] s=34  | ② ㉠이 ㉡의 비판에 적절히 대응하기 위해서는 인간과 동물이 기능적으로 유사하지 않다는 것을 보여 주면 된다.
[3253] s=34  | ③ ㉡은 ㉠이 인간과 동물 사이의 기능적 차원의 유사성과 인과적 메커니즘의 차이점 중 전자에만 주목한다고 비판한다.
[3254] s=34  | ④ ㉡은 ㉠과 달리 인간과 동물이 유사하지 않으면 동물 실험 결과는 인간에게 적용할 수 없다고 생각한다.
[3255] s=34  | ⑤ ㉡은 ㉠과 달리 인간이 고통을 느끼는 것과 동물이 고통을 느끼는 것은 기능적으로 유사하지 않다고 생각한다.
[3256] s=100 | <보기>는 유비 논증의 하나이다. 유비 논증에 대한 윗글의 설명을 참고할 때, ⓐ~ⓒ에 해당하는 것을 ㉮~㉱ 중에서 골라 알맞게 짝지은 것은? [3점]
[3257] s=1   | < 보 기 >내가 알고 있는 ㉮어떤 개는 ㉯몹시 사납고 물려는 버릇이 있다. 나는 공원에서 산책을 하다가 그 개와 ㉰비슷하게 생긴 ㉱다른 개를 만났다. 그래서 이 개도 사납고 물려는 버릇이 있을 것이라고 추측했다.
[3259] s=88  | < 보 기 >
[3264] s=25  | 내가 알고 있는 ㉮어떤 개는 ㉯몹시 사납고 물려는 버릇이 있다. 나는 공원에서 산책을 하다가 그 개와 ㉰비슷하게 생긴 ㉱다른 개를 만났다. 그래서 이 개도 사납고 물려는 버릇이 있을 것이라고 추측했다.
[3267] s=34  | ⓐⓑⓒ①㉮㉯㉱②㉮㉰㉯③㉱㉮㉰④㉱㉯㉰⑤㉱㉰㉯
[3269] s=180 | ⓐ
[3270] s=180 | ⓑ
[3271] s=180 | ⓒ
[3272] s=25  | ①
[3273] s=180 | ㉮
[3274] s=180 | ㉯
[3275] s=180 | ㉱
[3276] s=25  | ②
[3277] s=180 | ㉮
[3278] s=180 | ㉰
[3279] s=180 | ㉯
[3280] s=25  | ③
[3281] s=180 | ㉱
[3282] s=180 | ㉮
[3283] s=180 | ㉰
[3284] s=25  | ④
[3285] s=180 | ㉱
[3286] s=180 | ㉯
[3287] s=180 | ㉰
[3288] s=25  | ⑤
[3289] s=180 | ㉱
[3290] s=180 | ㉰
[3291] s=180 | ㉯
[3320] s=100 | 5.  문맥상 ㉢과 바꿔 쓰기에 적절하지 않은 것은?
[3321] s=34  | ① 맡기는            ② 가하는            ③ 주는
[3322] s=34  | ④ 안기는            ⑤ 겪게 하는
[3357] s=61  | SELF CHECK LIST – V 표시
[3358] s=30  | SELF CHECK LIST – V 표시
[3359] s=61  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[3360] s=30  | 0. 지문 12m 타이트하게 읽기 – 라이트하게 단어 잡기
[3362] s=61  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[3363] s=30  | 1. 문단별로 요약해보기 – 회상해서 쓰기
[3365] s=61  | 2. 문제 풀기
[3366] s=30  | 2. 문제 풀기
[3368] s=61  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[3369] s=30  | 3. 지문 안된 파트, 선지 안된 파트 형광 표시하기
[3371] s=61  | 4. 지문 다시 차근차근 정보 정리하면서 읽기 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장6. 문제 다시 풀고 원인 , 나의 문제점 고민하기7. 채점 및 해설보기8. 내 풀이와 해설지 풀이 및 사고 과정 비교9. 앞으로 해야하는 것, 방향성 체크10. 체계 만들기- 단권화
[3372] s=30  | 4. 지문 다시 차근차근 정보 정리하면서 읽기
[3374] s=30  | 5. 지문 안보고 백지에 설명하듯 쓰기 + 구문장
[3376] s=30  | 6. 문제 다시 풀고 원인 , 나의 문제점 고민하기
[3378] s=30  | 7. 채점 및 해설보기
[3380] s=30  | 8. 내 풀이와 해설지 풀이 및 사고 과정 비교
[3382] s=30  | 9. 앞으로 해야하는 것, 방향성 체크
[3384] s=30  | 10. 체계 만들기- 단권화
[3386] s=61  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[3387] s=30  | 11. 회상- 백지 노트에 다시 지문 복습하기-낮,밤
[3389] s=1   | FINAL BOOST 25날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[3390] s=1   | FINAL BOOST 25
[3391] s=1   | 날짜 [     ] 소요 시간 [     ] 첫 난이도 [     ] RETRY 난이도 [    ]
[3394] s=22  | 세포는 현미경으로 관찰하면 작은 물방울처럼 보이지만 세포 내부는 기름 성분으로 이루어진 칸막이에 의해 여러 구획으로 나누어져 있다. 서랍 속의 칸막이가 없으면 물건이 뒤섞여 원하는 것을 찾기 힘들어지듯이 세포 안의 구획이 없으면 세포 안의 구성물, 특히 단백질이 마구 섞이게 되어 세포의 기능에 이상이 생길 수 있다. 그러므로 각각의 단백질은 저마다의 기능에 따라 세포 내 소기관들, 세포질, 세포 의부나 세포막 중 필요한 장소로 수송되어야 한다.
[3395] s=22  | 세포 외부로 분비된 단백질은 호르몬처럼 다른 세포에 신호를 전달하는 역할을 하고, 세포막에 고정되어 위치하는 단백질은 외부의 신호를 안테나처럼 받아들이는 수용체 역할을 하거나 물질 을 세포 내부로 받아들이는 통로 역할을 수행한다. 반면 세포 내 소기관으로 수송되는 단백질이나 세포질에 존재하는 단백질은 각각 세포 내 소기관 또는 세포질에서 수행되는 생화학 반응을 빠르게 진행하도록 하는 촉매 역할을 주로 수행한다.
[3396] s=22  | 단백질은 mRNA의 정보에 의해 리보솜에서 합성된다. 리보솜은 세포 내부를 채우고 있는 세포질에 독립적으로 존재하다가 mRNA와 결합하여 단백질 합성이 개시되면 세포질에 머물면서 계속 단백질 합성을 진행하거나 세포 내부의 소기관인 소포체로 이동하여 소포체 위에 부착하여 단백질 합성을 계속한다. 리보솜이 이렇게 서로 다른 세포 내 두 장소에서 단백질 합성을 수행하는 이유는 합성이 끝난 단백질을 그 기능에 따라 서로 다른 곳으로 보내야 하기 때문이다. 세포질에서 독립적으로 존재하는 리보솜 에서 완성된 단백질은 주로 세포질, 세포핵·미토콘드리아와 같은 세포 내 소기관으로 이동하여 기능을 수행한다. 반면 소포체 위의 리보솜에서 합성이 끝난 단백질은 세포 밖으로 분비되든지, 세포 막에 위치하든지, 또는 세포 내 소기관들인 소포체나 골지체나 리소솜으로 이동하기도 한다. 소포체·골지체·리소솜은 모두 물리적으로 연결되어 있으므로 소포체 위의 리보솜에서 만들어진 단백질의 이동이 용이하다. 또한 세포막에 고정되어 위치하거나 세포막을 뚫고 분비되는 단백질은 소포체와 골지체를 거쳐 소낭에 싸여 세포막 쪽으로 이동한다.
[3397] s=22  | 소포체 위의 리보솜에서 완성된 단백질은 소포체와 근접한 거리에 있는 또 다른 세포 내 소기관인 골지체로 이동하여 골지체에서 추가로 변형된 후 최종 목적지로 향하기도 한다. 이 단백질 합성 후 추가 변형 과정은 아미노산이 연결되어서 만들어진 단백질에 탄수화물이나 지질 분자를 붙이는 과정으로서 아미노산만으로는 이루기 힘든 단백질의 독특한 기능을 부여해준다. 일부 소포체에서 기능하는 효소는 소포체 위의 리보솜에서 단백질 합성을 완료한 후 골지체로 이동하여 변형된 다음 소포체로 되돌아온 단백질이다.
[3398] s=22  | 과연 단백질은 어떻게 자기가 있어야 할 세포 내 위치를 찾아갈 수 있을까? 그것을 설명하는 것이 ‘신호서열 이론’이다. 어떤 단백질은 자기가 배송되어야 할 세포 내 위치를 나타내는 짧은 아미노산 서열로 이루어진 신호서열을 가지고 있다. 예를 들어 KDEL 신호서열은 소포체 위의 리보솜에서 합성된 후 골지체를 거쳐 추가 변형 과정을 거친 다음 소포체로 되돌아오는 단백질이 가지고 있는 신호서열이다. 또한 NLS는 세포질에 독립적으로 존재하는 리보솜에서 합성되어 세포핵으로 들어가는 단백질이 가지고 있는 신호서열이고 NES는 반대로 세포핵 안에 존재하다가 세포질로 나오는 단백질이 가지고 있는 신호서열이다. 그리고 세포질에 독립적으로 존재하는 리보솜에서 만들어진 단백질을 미토콘드리아 로 수송하기 위한 신호서열인 MTS도 있다.
[3399] s=22  | 이러한 신호서열 이론을 증명하는 여러 실험이 수행되었다. ㉠KDEL 신호서열을 인위적으로 붙여준 단백질은 원래 있어야 할 곳 대신 소포체에 위치하는 것으로 관찰되어 KDEL이 소포체로의 단백질 수송을 결정하는 신호서열이라는 결론이 내려졌다. ㉡소포체에 부착한 리보솜에서 만들어진 어떤 단백질이 특정한 신호서열이 있어서 세포 밖으로 분비되는 것인지, 아니면 그 단백질이 신호 서열을 전혀 가지고 있지 않아서 세포 밖으로 분비되는 것인지 확인하는 실험도 수행되었는데 세포의 종류에 따라 각기 다르다는 결론이 내려졌다. ㉢세포 내 특정 장소로 가기 위한 신호서열을 가지고 있지 않은 단백질이 어떻게 특정 장소로 이동하는지를 확인 하는 실험을 한 결과 특정 장소로 수송하기 위한 신호서열을 가지고 있는 단백질과의 결합을 통해 신호서열이 지정하는 특정 장소로 이동할 수 있다는 결론을 얻었다.
